FIELD_ID,FLD_NAME,FLD_NAME2,REG_CODE,REG_NAME,COUNTRY,LAT_DD,LON_DD,LOC_ACCY,ON_OFF_LOC,DISC_YR,FIELD_TYPE,SIZE_CLASS,EUR_MMBOE,RSVS_MMBOE,PRV_USGS_C,PRV_USGS_N,BSN_TELL_C,BSN_TELL_N,BSN_BALLY,RSVR_LITH1,RSVR_LITH2,ERA,SYSTEM,SERIES,STAGE,RSVR_DEPFT,RSVR_DEPKM,TRAP_CLASS,TRAP_TYPE
89,Shakeh,,E,MIDDLE EAST,Iran,32.21974,48.00607,B,Onshore,1978,Oil,Giant,550,232.582,2030,Zagros Fold Belt,BS000000039,ZAGROS FOLDBELT,TYPE 2,CARBONATE,limestone,Mesozoic,Cretaceous,Upper Cretaceous,,15420,4.7,Structural,Anticline
90,Giraldas,,A,NORTH AMERICA,Mexico,17.667169,-93.481944,A,Onshore,1977,Oil,Giant,681.767,280.467,5305,Villahermosa Uplift,BS000000264,SALINAS - SURESTE,TYPE 2,CARBONATE,calcarenite,Mesozoic,Cretaceous,,,13944,4.25,Structural,Anticline
91,Bu Tini,,E,MIDDLE EAST,UAE,24.566667,52.983333,B,Offshore,1980,Oil,Giant,1000,447.304,2019,Rub Al Khali Basin,BS000000033,RUB AL KHALI,TYPE 1,CARBONATE,,Mesozoic,Cretaceous,,,11000,3.35,Structural,Anticline
92,Qusahwira,,E,MIDDLE EAST,UAE,22.666667,55,B,Onshore,1976,Oil,Giant,700,280.236,2019,Rub Al Khali Basin,BS000000033,RUB AL KHALI,TYPE 1,CARBONATE,,Mesozoic,Cretaceous,,,7000,2.13,Structural,Anticline
93,Arenque,,A,NORTH AMERICA,Mexico,22.233333,-97.266667,B,Onshore,1966,Oil,Giant,1000,310.138,5301,Tampico-Misantla Basin,BS000000267,TAMPICO,TYPE 2,CARBONATE,,Mesozoic,Cretaceous,,,3700,1.13,Structural,Anticline
94,Poza Rica,,A,NORTH AMERICA,Mexico,20.492407,-97.386816,A,Onshore,1930,Oil,Giant,2000,294.322,5301,Tampico-Misantla Basin,BS000000267,TAMPICO,TYPE 2,CARBONATE,,Mesozoic,Cretaceous,,,7100,2.16,Structural,Anticline
95,Zapadno Surgutskoye,Surgut,D,EASTERN EUROPE AND FORMER USSR,Russia,62.440189,72.887586,A,Onshore,1962,Oil,Giant,2000,564.324,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,CARBONATE,,Mesozoic,Cretaceous,,,7625,2.32,Structural,Anticline
96,Samah,,F,AFRICA,Libya,28.163961,19.169653,A,Onshore,1962,Oil,Giant,500,141.081,2043,Sirte Basin,BS000000014,SIRTE,TYPE 1,CARBONATE,,Mesozoic,Cretaceous,,,9000,2.74,Structural,Anticline
97,Haft Kel,,E,MIDDLE EAST,Iran,31.438422,49.535247,B,Onshore,1926,Oil,Giant,1946,266.437,2030,Zagros Fold Belt,BS000000039,ZAGROS FOLDBELT,TYPE 2,CARBONATE,,Mesozoic,Cretaceous,,,3500,1.07,Structural,Anticline
98,Kupal,,E,MIDDLE EAST,Iran,31.320773,49.282667,A,Onshore,1965,Oil,Giant,3213.333,972.942,2030,Zagros Fold Belt,BS000000039,ZAGROS FOLDBELT,TYPE 2,CARBONATE,,Mesozoic,Cretaceous,,,13425,4.09,Structural,Anticline
99,Agave,,A,NORTH AMERICA,Mexico,17.76389,-92.95,B,Onshore,1976,Oil,Giant,1686.967,675.356,5305,Villahermosa Uplift,BS000000264,SALINAS - SURESTE,TYPE 2,CARBONATE,dolomitic limestone,Mesozoic,Cretaceous,,,12041,3.67,Structural,Anticline
100,Hout,,E,MIDDLE EAST,Divided Neutral Zone: Kuwait/Saudi Arabia,28.83333,48.91667,B,Offshore,1963,Oil,Giant,832.078,240.309,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,CARBONATE,dolomitic limestone,Mesozoic,Cretaceous,,,5500,1.68,Structural,Anticline
101,Harqus,,E,MIDDLE EAST,Saudi Arabia,27.96667,49.75,B,Offshore,1978,Oil,Giant,1000,422.877,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,CARBONATE,limestone,Mesozoic,Cretaceous,,,7000,2.13,Structural,Anticline
102,Hasbah,,E,MIDDLE EAST,Saudi Arabia,28.16225,50.00319,B,Offshore,1976,Oil,Giant,1883.333,753.969,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,CARBONATE,limestone,Mesozoic,Cretaceous,,,7000,2.13,Structural,Anticline
103,Malgobek Voznesenskoye,"Aliyurt, Alkhazovo, Gorskoye",D,EASTERN EUROPE AND FORMER USSR,Russia,43.52917,44.73917,B,Onshore,1915,Oil,Giant,634.9,71.773,1109,Middle Caspian Basin,BS000000213,NORTH CAUCASUS,TYPE 1,CARBONATE,limestone,Mesozoic,Cretaceous,,,8530,2.6,Structural,Anticline
104,Darquain,,E,MIDDLE EAST,Iran,30.73333,48.29167,B,Onshore,1965,Oil,Giant,3169.533,959.68,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 2,CARBONATE,limestone,Mesozoic,Cretaceous,,,13310,4.06,Structural,Anticline
105,Jufeyr,,E,MIDDLE EAST,Iran,31.133333,48.283333,B,Onshore,1978,Oil,Giant,500,211.438,2024,Mesopotamian Foredeep Basin,BS000000039,ZAGROS FOLDBELT,TYPE 2,CARBONATE,limestone,Mesozoic,Cretaceous,,,14609,4.45,Structural,Anticline
106,Kharg Island-Doroud,Formerly Darius,E,MIDDLE EAST,Iran,29.19287,50.2535,B,Offshore,1961,Oil,Giant,4079.333,1124.814,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 2,CARBONATE,limestone,Mesozoic,Cretaceous,,,10600,3.23,Structural,Anticline
107,Khafji,,E,MIDDLE EAST,Divided Neutral Zone: Kuwait/Saudi Arabia,28.53333,48.91667,B,Offshore,1959,Oil,Supergiant,8814.913,2322.656,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,CARBONATE,limestone,Mesozoic,Cretaceous,,,3900,1.19,Structural,Anticline
108,Moho Marine,,F,AFRICA,Congo (Brazzaville),-5.575248,11.229812,B,Offshore,1995,Oil,Giant,600,430.155,7203,West-central Coastal,BS000000049,LOWER CONGO,TYPE 1,CARBONATE,,Mesozoic,Cretaceous,Lower Cretaceous,,8202,2.5,Structural,Anticline
109,Mender,,E,MIDDLE EAST,UAE,22.714233,55.136931,A,Onshore,1975,Oil,Giant,532.833,207.654,2019,Rub Al Khali Basin,BS000000033,RUB AL KHALI,TYPE 1,CARBONATE,coral limestone,Mesozoic,Cretaceous,Lower Cretaceous,,3290,1,Structural,Anticline
110,Zarrarah,,E,MIDDLE EAST,UAE,22.77778,54.16389,B,Onshore,1970,Oil,Giant,1500,513.435,2019,Rub Al Khali Basin,BS000000033,RUB AL KHALI,TYPE 1,CARBONATE,coral limestone,Mesozoic,Cretaceous,Lower Cretaceous,,4600,1.4,Structural,Anticline
111,Idd El Shargi North Dome,,E,MIDDLE EAST,Qatar,25.5,52.4,B,Offshore,1960,Oil,Giant,1138.392,306.813,2019,Rub Al Khali Basin,BS000000033,RUB AL KHALI,TYPE 1,CARBONATE,limestone,Mesozoic,Cretaceous,Lower Cretaceous,,4480,1.37,Structural,Anticline
112,Murban Bu Hasa,Bu Hasa,E,MIDDLE EAST,UAE,23.550869,53.304486,A,Onshore,1962,Oil,Supergiant,13048.603,3681.82,2019,Rub Al Khali Basin,BS000000033,RUB AL KHALI,TYPE 1,CARBONATE,rudist limestone,Mesozoic,Cretaceous,Lower Cretaceous,,7500,2.29,Structural,Anticline
113,Asab,"With Shah, replaces Abu Jidu",E,MIDDLE EAST,UAE,23.298,54.22164,A,Onshore,1965,Oil,Supergiant,11091.193,3358.223,2019,Rub Al Khali Basin,BS000000033,RUB AL KHALI,TYPE 1,CARBONATE,limestone,Mesozoic,Cretaceous,Lower Cretaceous,,7700,2.35,Structural,Anticline
114,Sahil,,E,MIDDLE EAST,UAE,23.66528,54.34722,A,Onshore,1967,Oil,Giant,1363.623,433.296,2019,Rub Al Khali Basin,BS000000033,RUB AL KHALI,TYPE 1,CARBONATE,limestone,Mesozoic,Cretaceous,Lower Cretaceous,,8535,2.6,Structural,Anticline
115,Bab,Murban Bab,E,MIDDLE EAST,UAE,23.846031,53.641014,A,Onshore,1954,Oil,Supergiant,16508.368,3897.011,2019,Rub Al Khali Basin,BS000000033,RUB AL KHALI,TYPE 1,CARBONATE,shelly limestone,Mesozoic,Cretaceous,Lower Cretaceous,,8035,2.45,Structural,Anticline
116,Zakum,,E,MIDDLE EAST,UAE,24.85556,53.70139,B,Offshore,1964,Oil,Supergiant,23740.015,7019.346,2019,Rub Al Khali Basin,BS000000033,RUB AL KHALI,TYPE 1,CARBONATE,limestone,Mesozoic,Cretaceous,Lower Cretaceous,,8000,2.44,Structural,Anticline
117,Gharraf,,E,MIDDLE EAST,Iraq,31.74111,46.07639,B,Onshore,1979,Oil,Giant,1130,491.372,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,CARBONATE,limestone,Mesozoic,Cretaceous,Lower Cretaceous,,10007,3.05,Structural,Anticline
118,Minagish,,E,MIDDLE EAST,Kuwait,29.199653,47.430764,A,Onshore,1959,Oil,Giant,4232.05,1115.11,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,CARBONATE,oolitic limestone,Mesozoic,Cretaceous,Lower Cretaceous,,9148,2.79,Structural,Anticline
119,Umm Gudair,,E,MIDDLE EAST,Kuwait,28.857108,47.722461,A,Onshore,1962,Oil,Giant,2962.162,835.81,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,CARBONATE,oolitic limestone,Mesozoic,Cretaceous,Lower Cretaceous,,8050,2.45,Structural,Anticline
120,Umm Gudair South,,E,MIDDLE EAST,Kuwait,28.808889,47.7175,A,Onshore,1966,Oil,Giant,800,248.111,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,CARBONATE,oolitic limestone,Mesozoic,Cretaceous,Lower Cretaceous,,8050,2.45,Structural,Anticline
121,Wafra,,E,MIDDLE EAST,Kuwait,28.591319,47.910081,A,Onshore,1953,Oil,Giant,3600,831.826,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,CARBONATE,oolitic limestone,Mesozoic,Cretaceous,Lower Cretaceous,,6150,1.88,Structural,Anticline
122,Manifa,,E,MIDDLE EAST,Saudi Arabia,27.72333,49.03,B,Offshore,1957,Oil,Supergiant,23911.167,6025.764,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,CARBONATE,calcarenite,Mesozoic,Cretaceous,Lower Cretaceous,,7692,2.35,Structural,Anticline
123,Dukhan,,E,MIDDLE EAST,Qatar,25.42111,50.78361,A,Onshore,1940,Oil,Supergiant,7781.808,1381.52,2021,Greater Ghawar Uplift,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,CARBONATE,limestone,Mesozoic,Jurassic,Upper Jurassic,,5660,1.73,Structural,Anticline
124,Jawb,,E,MIDDLE EAST,Saudi Arabia,23.41667,50.41667,B,Onshore,1979,Oil,Giant,800,347.874,2021,Greater Ghawar Uplift,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,CARBONATE,calcarenite,Mesozoic,Jurassic,Upper Jurassic,,6000,1.83,Structural,Anticline
125,Jurayd,,E,MIDDLE EAST,Saudi Arabia,27.4,50.21667,B,Offshore,1968,Oil,Giant,700,227.949,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,CARBONATE,calcarenite,Mesozoic,Jurassic,Upper Jurassic,,9000,2.74,Structural,Anticline
126,Lughfah,,E,MIDDLE EAST,Saudi Arabia,23.69167,50.46667,B,Onshore,1979,Oil,Giant,1050,456.584,2021,Greater Ghawar Uplift,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,CARBONATE,calcarenite,Mesozoic,Jurassic,Upper Jurassic,,6000,1.83,Structural,Anticline
127,Sassan,,E,MIDDLE EAST,Iran,25.516667,53.133333,B,Offshore,1967,Oil,Giant,1900,603.732,2019,Rub Al Khali Basin,BS000000033,RUB AL KHALI,TYPE 1,CARBONATE,,Mesozoic,Jurassic,Upper Jurassic,,8250,2.52,Structural,Anticline
128,Nasr,,E,MIDDLE EAST,UAE,25.33056,53.48333,B,Offshore,1971,Oil,Giant,2113.333,741.948,2019,Rub Al Khali Basin,BS000000033,RUB AL KHALI,TYPE 1,CARBONATE,dolomite,Mesozoic,Jurassic,Upper Jurassic,,9400,2.87,Structural,Anticline
129,Ghasha,,E,MIDDLE EAST,UAE,24.5756,52.92961,B,Offshore,1975,Oil,Giant,2900,1130.178,2019,Rub Al Khali Basin,BS000000033,RUB AL KHALI,TYPE 1,CARBONATE,limestone,Mesozoic,Jurassic,Upper Jurassic,,10300,3.14,Structural,Anticline
130,Saath Al Raaz Boot,,E,MIDDLE EAST,UAE,24.77233,53.19943,B,Offshore,1969,Oil,Giant,1881.667,628.13,2019,Rub Al Khali Basin,BS000000033,RUB AL KHALI,TYPE 1,CARBONATE,limestone,Mesozoic,Jurassic,Upper Jurassic,,9250,2.82,Structural,Anticline
131,Abqaiq,,E,MIDDLE EAST,Saudi Arabia,25.945,49.685,A,Onshore,1940,Oil,Supergiant,21024.333,3732.491,2021,Greater Ghawar Uplift,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,CARBONATE,calcarenite,Mesozoic,Jurassic,Upper Jurassic,,5592,1.7,Structural,Anticline
132,Abu Sa'fah,,E,MIDDLE EAST,Saudi Arabia,26.79083,50.48444,B,Offshore,1963,Oil,Supergiant,9746,2814.7,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,CARBONATE,calcarenite,Mesozoic,Jurassic,Upper Jurassic,,6300,1.92,Structural,Anticline
133,Berri,,E,MIDDLE EAST,Saudi Arabia,26.98333,49.61667,B,Onshore,1964,Oil,Supergiant,20517,6066.379,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,CARBONATE,calcarenite,Mesozoic,Jurassic,Upper Jurassic,,7650,2.33,Structural,Anticline
134,Habari,,E,MIDDLE EAST,Saudi Arabia,27.71108,47.84847,A,Onshore,1976,Oil,Giant,700,280.236,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,CARBONATE,calcarenite,Mesozoic,Jurassic,Upper Jurassic,,9800,2.99,Structural,Anticline
135,Harmaliyah,,E,MIDDLE EAST,Saudi Arabia,24.561269,49.469061,A,Onshore,1971,Oil,Giant,2205.5,774.306,2021,Greater Ghawar Uplift,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,CARBONATE,calcarenite,Mesozoic,Jurassic,Upper Jurassic,,7450,2.27,Structural,Anticline
136,Jaladi,,E,MIDDLE EAST,Saudi Arabia,27.06497,48.61525,B,Onshore,1978,Oil,Giant,1966.667,831.658,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,CARBONATE,calcarenite,Mesozoic,Jurassic,Upper Jurassic,,8600,2.62,Structural,Anticline
137,Karan,,E,MIDDLE EAST,Saudi Arabia,27.71667,50.05,B,Offshore,1967,Oil,Giant,750,238.315,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,CARBONATE,calcarenite,Mesozoic,Jurassic,Upper Jurassic,,6400,1.95,Structural,Anticline
138,Khurais,,E,MIDDLE EAST,Saudi Arabia,25.061431,48.066225,A,Onshore,1957,Oil,Supergiant,17506.667,4411.789,2023,Widyan Basin-Int. Platform,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,CARBONATE,calcarenite,Mesozoic,Jurassic,Upper Jurassic,,4760,1.45,Structural,Anticline
139,Qatif,,E,MIDDLE EAST,Saudi Arabia,26.54725,49.847911,A,Onshore,1945,Oil,Supergiant,9957.167,1950.455,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,CARBONATE,calcarenite,Mesozoic,Jurassic,Upper Jurassic,,7100,2.16,Structural,Anticline
140,Sahba,,E,MIDDLE EAST,Saudi Arabia,24.163481,48.788736,A,Onshore,1984,Oil,Giant,583.333,293.232,2021,Greater Ghawar Uplift,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,CARBONATE,calcarenite,Mesozoic,Jurassic,Upper Jurassic,,6000,1.83,Structural,Anticline
141,Samin,,E,MIDDLE EAST,Saudi Arabia,26.81667,49.26667,B,Onshore,1979,Oil,Giant,750,326.132,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,CARBONATE,calcarenite,Mesozoic,Jurassic,Upper Jurassic,,8250,2.52,Structural,Anticline
142,Wari'ah,,E,MIDDLE EAST,Saudi Arabia,27.696275,47.184514,A,Onshore,1978,Oil,Giant,816.667,345.349,2023,Widyan Basin-Int. Platform,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,CARBONATE,calcarenite,Mesozoic,Jurassic,Upper Jurassic,,8200,2.5,Structural,Anticline
143,Dhib,,E,MIDDLE EAST,Saudi Arabia,26.83333,47.83333,B,Onshore,1979,Oil,Giant,1566.667,681.253,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,CARBONATE,,Mesozoic,Jurassic,Upper Jurassic,,9750,2.97,Structural,Anticline
144,Dibdibah,,E,MIDDLE EAST,Saudi Arabia,28.266242,47.2396,A,Onshore,1975,Oil,Giant,733.333,285.792,2023,Widyan Basin-Int. Platform,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,CARBONATE,calcarenite,Mesozoic,Jurassic,Upper Jurassic,,10760,3.28,Structural,Anticline
145,Hamd,,E,MIDDLE EAST,Saudi Arabia,28.230731,46.748975,A,Onshore,1982,Oil,Giant,766.667,363.268,2023,Widyan Basin-Int. Platform,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,CARBONATE,calcarenite,Mesozoic,Jurassic,Upper Jurassic,,9900,3.02,Structural,Anticline
146,Rimthan,,E,MIDDLE EAST,Saudi Arabia,28.48333,47.06667,A,Onshore,1974,Oil,Giant,791.667,300.437,2023,Widyan Basin-Int. Platform,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,CARBONATE,calcarenite,Mesozoic,Jurassic,Upper Jurassic,,10700,3.26,Structural,Anticline
147,Suban,,E,MIDDLE EAST,Saudi Arabia,27.8785,47.01819,A,Onshore,1976,Oil,Giant,1000,400.337,2023,Widyan Basin-Int. Platform,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,CARBONATE,calcarenite,Mesozoic,Jurassic,Upper Jurassic,,9900,3.02,Structural,Anticline
148,Abu Hadriya,,E,MIDDLE EAST,Saudi Arabia,27.315778,48.970808,A,Onshore,1940,Oil,Giant,1851.833,328.76,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,CARBONATE,calcarenite,Mesozoic,Jurassic,Upper Jurassic,,9585,2.92,Structural,Anticline
149,Sadawi,,E,MIDDLE EAST,Saudi Arabia,27.967958,46.714219,A,Onshore,1976,Oil,Giant,783.333,313.598,2023,Widyan Basin-Int. Platform,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,CARBONATE,calcarenite,Mesozoic,Jurassic,Upper Jurassic,,9900,3.02,Structural,Anticline
150,Maghrib,,E,MIDDLE EAST,Saudi Arabia,22.83333,52.41667,B,Onshore,1983,Oil,Giant,683.333,333.431,2019,Rub Al Khali Basin,BS000000033,RUB AL KHALI,TYPE 1,CARBONATE,limestone,Mesozoic,Jurassic,Upper Jurassic,,6000,1.83,Structural,Anticline
151,Sharar,,E,MIDDLE EAST,Saudi Arabia,27.72522,48.72625,B,Onshore,1976,Oil,Giant,2116.667,847.381,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,CARBONATE,limestone,Mesozoic,Jurassic,Middle Jurassic,,8000,2.44,Structural,Anticline
152,Mamontovo,,D,EASTERN EUROPE AND FORMER USSR,Russia,61.299678,72.666292,A,Onshore,1965,Oil,Giant,1750,529.87,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,CARBONATE,,Mesozoic,Jurassic,Middle Jurassic,,9500,2.9,Structural,Anticline
153,Forties,,C,WESTERN EUROPE,United Kingdom,57.733333,0.966667,B,Offshore,1970,Oil,Giant,2000,684.58,4025,North Sea Graben,BS000000488,CENTRAL GRABEN,TYPE 1,CARBONATE,,Mesozoic,Jurassic,Lower Jurassic,,7500,2.29,Structural,Anticline
154,Mazalij,,E,MIDDLE EAST,Saudi Arabia,24.390164,48.111267,A,Onshore,1971,Oil,Giant,675,236.979,2023,Widyan Basin-Int. Platform,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,CARBONATE,,Mesozoic,Jurassic,Lower Jurassic,,,,Structural,Anticline
155,Jana,,E,MIDDLE EAST,Saudi Arabia,27.5,48.75,B,Onshore,1967,Oil,Giant,500,158.877,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,CARBONATE,limestone,Mesozoic,Jurassic,Lower Jurassic,,5000,1.52,Structural,Anticline
156,Khashman,,E,MIDDLE EAST,Kuwait,29.236747,47.873256,A,Onshore,1963,Oil,Giant,561.667,162.213,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,CARBONATE,limestone,Mesozoic,Jurassic,Lower Jurassic,,11100,3.38,Structural,Anticline
157,Usinskoye,,D,EASTERN EUROPE AND FORMER USSR,Russia,66.165228,57.366206,A,Onshore,1962,Oil,Giant,3100,874.702,1008,Timan-Pechora Basin,BS000000772,TIMAN - PECHORA,TYPE 2,CARBONATE,,Paleozoic,Permian,Guadalupian,,,,Structural,Anticline
158,Wasson,,A,NORTH AMERICA,United States,32.997464,-102.804806,A,Onshore,1936,Oil,Giant,2263.291,372.253,5044,Permian Basin,BS000000609,MIDLAND - PERMIAN,TYPE 2,CARBONATE,dolomite,Paleozoic,Permian,Guadalupian,,6200,1.89,Structural,Anticline
159,Goldsmith,Andector,A,NORTH AMERICA,United States,31.749811,-102.469803,A,Onshore,1934,Oil,Giant,866,137.192,5044,Permian Basin,BS000000609,MIDLAND - PERMIAN,TYPE 2,CARBONATE,dolomite,Paleozoic,Permian,Cisuralian,,5500,1.68,Structural,Anticline
160,Seminole,Texas,A,NORTH AMERICA,United States,32.5,-102.666667,A,Onshore,1936,Oil,Giant,718.829,118.229,5044,Permian Basin,BS000000609,MIDLAND - PERMIAN,TYPE 2,CARBONATE,dolomite,Paleozoic,Permian,Cisuralian,,5100,1.55,Structural,Anticline
161,Cowden South,Foster; Johnson,A,NORTH AMERICA,United States,31.744061,-102.419742,A,Onshore,1932,Oil,Giant,589.333,89.965,5044,Permian Basin,BS000000609,MIDLAND - PERMIAN,TYPE 2,CARBONATE,dolomite,Paleozoic,Permian,Cisuralian,,4700,1.43,Structural,Anticline
162,McElroy,Dune,A,NORTH AMERICA,United States,31.38505,-102.308894,A,Onshore,1926,Oil,Giant,578.49,79.204,5044,Permian Basin,BS000000609,MIDLAND - PERMIAN,TYPE 2,CARBONATE,dolomite,Paleozoic,Permian,Cisuralian,,2900,0.88,Structural,Anticline
163,Fullerton,,A,NORTH AMERICA,United States,32.166667,-102.666667,A,Onshore,1942,Oil,Giant,565,104.289,5044,Permian Basin,BS000000609,MIDLAND - PERMIAN,TYPE 2,CARBONATE,dolomite,Paleozoic,Permian,Cisuralian,,8000,2.44,Structural,Anticline
164,Blinebry-Drinkard,,A,NORTH AMERICA,United States,32.885819,-103.259725,A,Onshore,1935,Oil,Giant,506,81.674,5044,Permian Basin,BS000000609,MIDLAND - PERMIAN,TYPE 2,CARBONATE,dolomite,Paleozoic,Permian,Cisuralian,,6000,1.83,Structural,Anticline
165,Cowden North,,A,NORTH AMERICA,United States,32.04055,-102.515284,B,Onshore,1930,Oil,Giant,500,73.58,5044,Permian Basin,BS000000609,MIDLAND - PERMIAN,TYPE 2,CARBONATE,dolomite,Paleozoic,Permian,Cisuralian,,4400,1.34,Structural,Anticline
166,Sand Hills,,A,NORTH AMERICA,United States,31.449794,-102.328042,A,Onshore,1931,Oil,Giant,511,76.586,5044,Permian Basin,BS000000609,MIDLAND - PERMIAN,TYPE 2,CARBONATE,dolomite,Paleozoic,Ordovician,Upper Ordovician,,4000,1.22,Structural,Anticline
167,Illinois,Old Fields,A,NORTH AMERICA,United States,38,-88.666667,B,Onshore,1938,Oil,Giant,675,115.315,5064,Illinois Basin,BS000000548,ILLINOIS,TYPE 1,CARBONATE,carbonates,Paleozoic,Carboniferous,Mississippian,,,,Structural,Anticline
168,Lima-Indiana,,A,NORTH AMERICA,United States,40.5,-84.8,B,Onshore,1876,Oil,Giant,514,31.12,5066,Cincinnati Arch,BS000000606,MICHIGAN,TYPE 2,CARBONATE,carbonates,Paleozoic,Ordovician,Middle Ordovician,,1092,0.33,Structural,Anticline
169,Sarkhan,,E,MIDDLE EAST,Iran,33.3,47.75,B,Onshore,1973,Gas,Giant,1157,427.705,2030,Zagros Fold Belt,BS000000039,ZAGROS FOLDBELT,TYPE 2,CARBONATE,limestone,Cenozoic,Neogene,Miocene,,7766,2.37,Structural,Anticline
170,Kandymskoye,Khadzhiy,D,EASTERN EUROPE AND FORMER USSR,Uzbekistan,39.45,63.583333,B,Onshore,1966,Gas,Giant,903.54,280.222,1154,Amu-Darya Basin,BS000000066,AMU-DAR'YA,TYPE 2,CARBONATE,coral limestone,Mesozoic,Jurassic,Upper Jurassic,,6627,2.02,Structural,Anticline
171,Agha Jari,,E,MIDDLE EAST,Iran,30.720673,49.823246,B,Onshore,1936,Oil,Supergiant,19025.468,3129.202,2030,Zagros Fold Belt,BS000000039,ZAGROS FOLDBELT,TYPE 2,CARBONATE,limestone,Cenozoic,Neogene,Miocene,,3700,1.13,Structural,Anticline
172,Mansuri,,E,MIDDLE EAST,Iran,30.921926,48.85666,A,Onshore,1963,Oil,Giant,3532.935,1020.332,2024,Mesopotamian Foredeep Basin,BS000000039,ZAGROS FOLDBELT,TYPE 2,CARBONATE,,Cenozoic,Paleogene,Oligocene,,7100,2.16,Structural,Anticline
173,Emam Hassan,,E,MIDDLE EAST,Iran,34.38028,45.78611,B,Onshore,1963,Oil,Giant,600,173.283,2030,Zagros Fold Belt,BS000000039,ZAGROS FOLDBELT,TYPE 2,CARBONATE,limestone,Mesozoic,Cretaceous,Upper Cretaceous,,2687,0.82,Structural,Anticline
174,Chutyr-Kiyengop,Kiengopsko-Chutyr,D,EASTERN EUROPE AND FORMER USSR,Russia,57.258617,53.326742,A,Onshore,1962,Oil,Giant,542,152.932,1015,Volga-Ural Region,BS000000801,VOLGA - URALS,TYPE 2,CARBONATE,limestone,Paleozoic,Carboniferous,Mississippian,,3944,1.2,Structural,Anticline
